From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (GO)	Gene Ontology IDs	PubMed ID
KCNMA1	Q5SVJ9	unreviewed	Q5SVJ9_HUMAN	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)	KCNMA1	Homo sapiens (Human)	1235		plasma membrane [GO:0005886]; large conductance calcium-activated potassium channel activity [GO:0060072]	GO:0005886; GO:0060072	15164054
KCNMA1	Q5SVK0	unreviewed	Q5SVK0_HUMAN	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)	KCNMA1	Homo sapiens (Human)	1195		plasma membrane [GO:0005886]; large conductance calcium-activated potassium channel activity [GO:0060072]	GO:0005886; GO:0060072	15164054
KCNMA1	Q5SVK5	unreviewed	Q5SVK5_HUMAN	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)	KCNMA1	Homo sapiens (Human)	1232		plasma membrane [GO:0005886]; large conductance calcium-activated potassium channel activity [GO:0060072]	GO:0005886; GO:0060072	15164054
KCNMA1	S4R2X4	unreviewed	S4R2X4_HUMAN	Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (Slo-alpha) (Slo1) (Slowpoke homolog)	KCNMA1	Homo sapiens (Human)	1043		plasma membrane [GO:0005886]; large conductance calcium-activated potassium channel activity [GO:0060072]	GO:0005886; GO:0060072	15164054
KCNMA1	S4R453	unreviewed	S4R453_HUMAN	Calcium-activated potassium channel subunit alpha-1	KCNMA1	Homo sapiens (Human)	128		membrane [GO:0016020]; large conductance calcium-activated potassium channel activity [GO:0060072]	GO:0016020; GO:0060072	15164054
FAM47E-STBD1	D6RA91	unreviewed	D6RA91_HUMAN	FAM47E-STBD1 readthrough	FAM47E-STBD1	Homo sapiens (Human)	191				15815621
FAM47E-STBD1	F6W5V1	unreviewed	F6W5V1_HUMAN	FAM47E-STBD1 readthrough	FAM47E-STBD1	Homo sapiens (Human)	53				15815621
TK2	O00142	reviewed	KITM_HUMAN	Thymidine kinase 2, mitochondrial (EC 2.7.1.21) (2'-deoxyuridine kinase TK2) (EC 2.7.1.74) (Deoxycytidine kinase TK2) (EC 2.7.1.-) (Mt-TK)	TK2	Homo sapiens (Human)	265	deoxycytidine metabolic process [GO:0046092]; DNA biosynthetic process [GO:0071897]; nucleobase-containing compound metabolic process [GO:0006139]; phosphorylation [GO:0016310]; pyrimidine nucleoside salvage [GO:0043097]; thymidine metabolic process [GO:0046104]	cytoplasm [GO:0005737]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; deoxycytidine kinase activity [GO:0004137]; deoxynucleoside kinase activity [GO:0019136]; nucleoside kinase activity [GO:0019206]; thymidine kinase activity [GO:0004797]; deoxycytidine metabolic process [GO:0046092]; DNA biosynthetic process [GO:0071897]; nucleobase-containing compound metabolic process [GO:0006139]; phosphorylation [GO:0016310]; pyrimidine nucleoside salvage [GO:0043097]; thymidine metabolic process [GO:0046104]	GO:0004137; GO:0004797; GO:0005524; GO:0005737; GO:0005739; GO:0005759; GO:0006139; GO:0016310; GO:0019136; GO:0019206; GO:0043097; GO:0046092; GO:0046104; GO:0071897	9079672; 9989599; 20843780; 14702039; 15616553; 25944712; 11687801; 12391347; 15639197; 15907288; 21937588; 25446393
TK2	A0A0A0MSY7	unreviewed	A0A0A0MSY7_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	289				15616553; 25944712
TK2	A0A7I2V2L8	unreviewed	A0A7I2V2L8_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	45				15616553
TK2	A0A7I2V304	unreviewed	A0A7I2V304_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	52				15616553
TK2	A0A7I2V3A3	unreviewed	A0A7I2V3A3_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	32				15616553
TK2	A0A7I2V3V1	unreviewed	A0A7I2V3V1_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	45				15616553
TK2	A0A7I2V406	unreviewed	A0A7I2V406_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	61				15616553
TK2	A0A7I2V408	unreviewed	A0A7I2V408_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	15				15616553
TK2	A0A7I2V465	unreviewed	A0A7I2V465_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	32				15616553
TK2	A0A7I2V471	unreviewed	A0A7I2V471_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	81				15616553
TK2	A0A7I2V4A1	unreviewed	A0A7I2V4A1_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	41				15616553
TK2	A0A7I2V557	unreviewed	A0A7I2V557_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	26				15616553
TK2	A0A7I2V5P3	unreviewed	A0A7I2V5P3_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	42				15616553
TK2	A0A7I2V5S4	unreviewed	A0A7I2V5S4_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	99				15616553
TK2	A0A7I2YQY6	unreviewed	A0A7I2YQY6_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	40				15616553
TK2	A0A7P0MLU2	unreviewed	A0A7P0MLU2_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	209	carbohydrate derivative metabolic process [GO:1901135]	ATP binding [GO:0005524]; deoxynucleoside kinase activity [GO:0019136]; carbohydrate derivative metabolic process [GO:1901135]	GO:0005524; GO:0019136; GO:1901135	15616553
TK2	A0A7P0PE46	unreviewed	A0A7P0PE46_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	220	carbohydrate derivative metabolic process [GO:1901135]	ATP binding [GO:0005524]; deoxynucleoside kinase activity [GO:0019136]; carbohydrate derivative metabolic process [GO:1901135]	GO:0005524; GO:0019136; GO:1901135	15616553
TK2	A0A7P0SB82	unreviewed	A0A7P0SB82_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	152				15616553
TK2	A4IF54	unreviewed	A4IF54_HUMAN	TK2 protein	TK2	Homo sapiens (Human)	229	carbohydrate derivative metabolic process [GO:1901135]	ATP binding [GO:0005524]; deoxynucleoside kinase activity [GO:0019136]; carbohydrate derivative metabolic process [GO:1901135]	GO:0005524; GO:0019136; GO:1901135	15489334
TK2	A5PLM0	unreviewed	A5PLM0_HUMAN	TK2 protein	TK2	Homo sapiens (Human)	216	carbohydrate derivative metabolic process [GO:1901135]	ATP binding [GO:0005524]; deoxynucleoside kinase activity [GO:0019136]; carbohydrate derivative metabolic process [GO:1901135]	GO:0005524; GO:0019136; GO:1901135	15489334
TK2	H3BP77	unreviewed	H3BP77_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	282	carbohydrate derivative metabolic process [GO:1901135]	ATP binding [GO:0005524]; deoxynucleoside kinase activity [GO:0019136]; carbohydrate derivative metabolic process [GO:1901135]	GO:0005524; GO:0019136; GO:1901135	15616553; 25944712
TK2	H3BV57	unreviewed	H3BV57_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	78				15616553
TK2	J3KS73	unreviewed	J3KS73_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	130				15616553; 25944712
TK2	J3KSZ2	unreviewed	J3KSZ2_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	22				15616553
TK2	J3QL12	unreviewed	J3QL12_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	88				15616553; 25944712
TK2	J3QRP0	unreviewed	J3QRP0_HUMAN	Thymidine kinase 2, mitochondrial	TK2	Homo sapiens (Human)	146				15616553; 25944712
TK2	Q6I8R3	unreviewed	Q6I8R3_HUMAN	Thymidine kinase 2 isoform B	TK2	Homo sapiens (Human)	224	carbohydrate derivative metabolic process [GO:1901135]; phosphorylation [GO:0016310]	ATP binding [GO:0005524]; deoxynucleoside kinase activity [GO:0019136]; carbohydrate derivative metabolic process [GO:1901135]; phosphorylation [GO:0016310]	GO:0005524; GO:0016310; GO:0019136; GO:1901135	9079672
ELMOD2	Q8IZ81	reviewed	ELMD2_HUMAN	ELMO domain-containing protein 2	ELMOD2	Homo sapiens (Human)	293	defense response to virus [GO:0051607]; positive regulation of GTPase activity [GO:0043547]; regulation of defense response to virus [GO:0050688]	membrane [GO:0016020]; GTPase activator activity [GO:0005096]; defense response to virus [GO:0051607]; positive regulation of GTPase activity [GO:0043547]; regulation of defense response to virus [GO:0050688]	GO:0005096; GO:0016020; GO:0043547; GO:0050688; GO:0051607	14702039; 15489334; 16773575; 17452337; 19966137; 21269460
ELMOD2	D6RBS5	unreviewed	D6RBS5_HUMAN	ELMO domain-containing protein 2	ELMOD2	Homo sapiens (Human)	167	positive regulation of GTPase activity [GO:0043547]	GTPase activator activity [GO:0005096]; positive regulation of GTPase activity [GO:0043547]	GO:0005096; GO:0043547	15815621; 21269460
ELMOD2	D6RHX2	unreviewed	D6RHX2_HUMAN	ELMO domain-containing protein 2	ELMOD2	Homo sapiens (Human)	96	positive regulation of GTPase activity [GO:0043547]	GTPase activator activity [GO:0005096]; positive regulation of GTPase activity [GO:0043547]	GO:0005096; GO:0043547	15815621; 21269460
ELMOD2	D6RJB5	unreviewed	D6RJB5_HUMAN	ELMO domain-containing protein 2	ELMOD2	Homo sapiens (Human)	35	positive regulation of GTPase activity [GO:0043547]	GTPase activator activity [GO:0005096]; positive regulation of GTPase activity [GO:0043547]	GO:0005096; GO:0043547	15815621
ELMOD2	V9GY58	unreviewed	V9GY58_HUMAN	ELMO domain-containing protein 2	ELMOD2	Homo sapiens (Human)	59	positive regulation of GTPase activity [GO:0043547]	GTPase activator activity [GO:0005096]; positive regulation of GTPase activity [GO:0043547]	GO:0005096; GO:0043547	15815621; 21269460
CDC23	Q9UJX2	reviewed	CDC23_HUMAN	Cell division cycle protein 23 homolog (Anaphase-promoting complex subunit 8) (APC8) (Cyclosome subunit 8)	CDC23 ANAPC8	Homo sapiens (Human)	597	anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; mitotic cell cycle [GO:0000278]; mitotic metaphase plate congression [GO:0007080]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination [GO:0016567]; regulation of exit from mitosis [GO:0007096]; regulation of meiotic cell cycle [GO:0051445]; regulation of mitotic cell cycle [GO:0007346]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; ubiquitin-dependent protein catabolic process [GO:0006511]	anaphase-promoting complex [GO:0005680]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; ubiquitin-protein transferase activity [GO:0004842]; anaphase-promoting complex-dependent catabolic process [GO:0031145]; cell division [GO:0051301]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; mitotic cell cycle [GO:0000278]; mitotic metaphase plate congression [GO:0007080]; positive regulation of mitotic metaphase/anaphase transition [GO:0045842]; protein K11-linked ubiquitination [GO:0070979]; protein ubiquitination [GO:0016567]; regulation of exit from mitosis [GO:0007096]; regulation of meiotic cell cycle [GO:0051445]; regulation of mitotic cell cycle [GO:0007346]; regulation of mitotic metaphase/anaphase transition [GO:0030071]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000278; GO:0004842; GO:0005654; GO:0005680; GO:0005737; GO:0005829; GO:0006511; GO:0007080; GO:0007091; GO:0007096; GO:0007346; GO:0016567; GO:0030071; GO:0031145; GO:0045842; GO:0051301; GO:0051445; GO:0070979	14702039; 15372022; 15489334; 9790767; 9469815; 14657031; 16964243; 18485873; 18691976; 18669648; 19690332; 19608861; 20068231; 21269460; 21307936; 21406692; 22814378; 23186163; 24275569; 25218447; 28112733; 16364912; 25043029; 26083744; 34595750
CDC23	D6RBY8	unreviewed	D6RBY8_HUMAN	Cell division cycle protein 23 homolog	CDC23	Homo sapiens (Human)	109				15372022; 21269460; 22814378
CDC23	D6RCF8	unreviewed	D6RCF8_HUMAN	Cell division cycle protein 23 homolog	CDC23	Homo sapiens (Human)	123				15372022; 21269460; 22814378
CDC23	H0Y936	unreviewed	H0Y936_HUMAN	Cell division cycle protein 23 homolog	CDC23	Homo sapiens (Human)	134				15372022; 21269460
CCDC71	Q8IV32	reviewed	CCD71_HUMAN	Coiled-coil domain-containing protein 71	CCDC71	Homo sapiens (Human)	467				14702039; 16641997; 15489334; 23186163
CCDC71	L8E8R9	unreviewed	L8E8R9_HUMAN	Alternative protein CCDC71	CCDC71	Homo sapiens (Human)	86				23950983
TMEM260	Q9NX78	reviewed	TM260_HUMAN	Transmembrane protein 260	TMEM260 C14orf101	Homo sapiens (Human)	707		membrane [GO:0016020]	GO:0016020	14702039; 12508121; 15489334; 28318500
TMEM260	F5H7D0	unreviewed	F5H7D0_HUMAN	Transmembrane protein 260	TMEM260	Homo sapiens (Human)	324		membrane [GO:0016020]	GO:0016020	12508121
TMEM260	G3V320	unreviewed	G3V320_HUMAN	Transmembrane protein 260	TMEM260	Homo sapiens (Human)	253		membrane [GO:0016020]	GO:0016020	12508121
TMEM260	G3V4A2	unreviewed	G3V4A2_HUMAN	Transmembrane protein 260	TMEM260	Homo sapiens (Human)	74		membrane [GO:0016020]	GO:0016020	12508121
TMEM260	G3V4Y3	unreviewed	G3V4Y3_HUMAN	Transmembrane protein 260	TMEM260	Homo sapiens (Human)	115		membrane [GO:0016020]	GO:0016020	12508121
TMEM260	H0YJK2	unreviewed	H0YJK2_HUMAN	Transmembrane protein 260	TMEM260	Homo sapiens (Human)	41				12508121
TMEM260	H0YJX9	unreviewed	H0YJX9_HUMAN	Transmembrane protein 260	TMEM260	Homo sapiens (Human)	101				12508121
TMEM260	H0YK00	unreviewed	H0YK00_HUMAN	Transmembrane protein 260	TMEM260	Homo sapiens (Human)	20				12508121
MPZL2	O60487	reviewed	MPZL2_HUMAN	Myelin protein zero-like protein 2 (Epithelial V-like antigen 1)	MPZL2 EVA EVA1 UNQ606/PRO1192	Homo sapiens (Human)	215	anatomical structure morphogenesis [GO:0009653]; cell-cell adhesion [GO:0098609]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]; anatomical structure morphogenesis [GO:0009653]; cell-cell adhesion [GO:0098609]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005856; GO:0005886; GO:0007156; GO:0009653; GO:0098609	9585423; 12975309; 14702039; 15489334; 19159218; 29961571; 29982980
UPF3A	Q9H1J1	reviewed	REN3A_HUMAN	Regulator of nonsense transcripts 3A (Nonsense mRNA reducing factor 3A) (Up-frameshift suppressor 3 homolog A) (hUpf3)	UPF3A RENT3A UPF3	Homo sapiens (Human)	476	in utero embryonic development [GO:0001701]; mRNA transport [GO:0051028]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; positive regulation of translation [GO:0045727]; spermatogenesis [GO:0007283]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; exon-exon junction complex [GO:0035145]; intracellular membrane-bounded organelle [GO:0043231]; neuron projection [GO:0043005]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; telomeric DNA binding [GO:0042162]; in utero embryonic development [GO:0001701]; mRNA transport [GO:0051028]; negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:2000623]; positive regulation of translation [GO:0045727]; spermatogenesis [GO:0007283]	GO:0001701; GO:0003729; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0007283; GO:0035145; GO:0042162; GO:0043005; GO:0043231; GO:0045727; GO:0051028; GO:2000623	11163187; 15057823; 15489334; 11113196; 11546873; 11546874; 12554878; 16601204; 21406692; 25220460
UPF3A	A0A024RE10	unreviewed	A0A024RE10_HUMAN	UPF3 regulator of nonsense transcripts homolog A (Yeast), isoform CRA_c	UPF3A hCG_2011952	Homo sapiens (Human)	250	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	nucleic acid binding [GO:0003676]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	GO:0000184; GO:0003676	11181995
UPF3A	A0A087WZ33	unreviewed	A0A087WZ33_HUMAN	Regulator of nonsense transcripts 3A	UPF3A	Homo sapiens (Human)	105	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	nucleic acid binding [GO:0003676]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	GO:0000184; GO:0003676	15057823
UPF3A	B3KUE7	unreviewed	B3KUE7_HUMAN	UPF3 regulator of nonsense transcripts homolog A (Yeast), isoform CRA_a (cDNA FLJ39708 fis, clone SMINT2012735, highly similar to Regulator of nonsense transcripts 3A)	UPF3A hCG_2011952	Homo sapiens (Human)	275	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]	GO:0000184	11181995; 14702039
RRH	O14718	reviewed	OPSX_HUMAN	Visual pigment-like receptor peropsin	RRH	Homo sapiens (Human)	337	cellular response to light stimulus [GO:0071482]; G protein-coupled receptor signaling pathway [GO:0007186]; phototransduction [GO:0007602]; visual perception [GO:0007601]	photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; G protein-coupled photoreceptor activity [GO:0008020]; G protein-coupled receptor activity [GO:0004930]; cellular response to light stimulus [GO:0071482]; G protein-coupled receptor signaling pathway [GO:0007186]; phototransduction [GO:0007602]; visual perception [GO:0007601]	GO:0001750; GO:0004930; GO:0005886; GO:0007186; GO:0007601; GO:0007602; GO:0008020; GO:0071482	9275222; 15489334; 12542842
RRH	A0A494C1B2	unreviewed	A0A494C1B2_HUMAN	Visual pigment-like receptor peropsin	RRH	Homo sapiens (Human)	186	visual perception [GO:0007601]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]; visual perception [GO:0007601]	GO:0004930; GO:0007601; GO:0016020	15815621
HLA-E	P13747	reviewed	HLAE_HUMAN	HLA class I histocompatibility antigen, alpha chain E (MHC class I antigen E) [Cleaved into: Soluble HLA class I histocompatibility antigen, alpha chain E (sHLA-E)]	HLA-E HLA-6.2 HLAE	Homo sapiens (Human)	358	adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; antigen processing and presentation of endogenous peptide antigen via MHC class Ib [GO:0002476]; antigen processing and presentation of exogenous peptide antigen via MHC class Ib [GO:0002477]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; CD8-positive, alpha-beta T cell activation [GO:0036037]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; natural killer cell tolerance induction [GO:0002519]; negative regulation of natural killer cell mediated cytotoxicity [GO:0045953]; positive regulation of antibody-dependent cellular cytotoxicity [GO:0001815]; positive regulation of CD8-positive, alpha-beta T cell activation [GO:2001187]; positive regulation of CD8-positive, alpha-beta T cell proliferation [GO:2000566]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of natural killer cell cytokine production [GO:0002729]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; positive regulation of natural killer cell mediated immunity [GO:0002717]; positive regulation of natural killer cell proliferation [GO:0032819]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; positive regulation of TRAIL production [GO:0032759]; positive regulation of tumor necrosis factor production [GO:0032760]; protection from natural killer cell mediated cytotoxicity [GO:0042270]; regulation of natural killer cell mediated immunity [GO:0002715]	cell surface [GO:0009986]; early endosome membrane [GO:0031901]; ER to Golgi transport vesicle membrane [GO:0012507]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi membrane [GO:0000139]; MHC class I protein complex [GO:0042612]; MHC class Ib protein complex [GO:0032398]; phagocytic vesicle membrane [GO:0030670]; plasma membrane [GO:0005886]; recycling endosome membrane [GO:0055038]; beta-2-microglobulin binding [GO:0030881]; MHC class I protein binding [GO:0042288]; natural killer cell lectin-like receptor binding [GO:0046703]; peptide antigen binding [GO:0042605]; signaling receptor binding [GO:0005102]; T cell receptor binding [GO:0042608]; adaptive immune response [GO:0002250]; antibacterial humoral response [GO:0019731]; antigen processing and presentation of endogenous peptide antigen via MHC class Ib [GO:0002476]; antigen processing and presentation of exogenous peptide antigen via MHC class Ib [GO:0002477]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; CD8-positive, alpha-beta T cell activation [GO:0036037]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; natural killer cell tolerance induction [GO:0002519]; negative regulation of natural killer cell mediated cytotoxicity [GO:0045953]; positive regulation of antibody-dependent cellular cytotoxicity [GO:0001815]; positive regulation of CD8-positive, alpha-beta T cell activation [GO:2001187]; positive regulation of CD8-positive, alpha-beta T cell proliferation [GO:2000566]; positive regulation of immunoglobulin production [GO:0002639]; positive regulation of interleukin-13 production [GO:0032736]; positive regulation of interleukin-4 production [GO:0032753]; positive regulation of natural killer cell cytokine production [GO:0002729]; positive regulation of natural killer cell mediated cytotoxicity [GO:0045954]; positive regulation of natural killer cell mediated immunity [GO:0002717]; positive regulation of natural killer cell proliferation [GO:0032819]; positive regulation of T cell mediated cytotoxicity [GO:0001916]; positive regulation of TRAIL production [GO:0032759]; positive regulation of tumor necrosis factor production [GO:0032760]; protection from natural killer cell mediated cytotoxicity [GO:0042270]; regulation of natural killer cell mediated immunity [GO:0002715]	GO:0000139; GO:0001815; GO:0001916; GO:0002250; GO:0002474; GO:0002476; GO:0002477; GO:0002519; GO:0002639; GO:0002715; GO:0002717; GO:0002729; GO:0005102; GO:0005615; GO:0005886; GO:0009897; GO:0009986; GO:0012507; GO:0019731; GO:0030670; GO:0030881; GO:0031901; GO:0032398; GO:0032736; GO:0032753; GO:0032759; GO:0032760; GO:0032819; GO:0036037; GO:0042270; GO:0042288; GO:0042605; GO:0042608; GO:0042612; GO:0045087; GO:0045953; GO:0045954; GO:0046703; GO:0050830; GO:0055038; GO:0070062; GO:2000566; GO:2001187	3131426; 10064069; 3260916; 1977695; 16702430; 16570139; 28127896; 14574404; 15489334; 9427624; 9754572; 9486650; 10799855; 12461076; 15751767; 17179229; 18083576; 19349973; 20483783; 21269460; 23335510; 30134159; 32859121; 9660937; 16474394; 18339401; 30087334; 12445303; 22665232
